id,site,observer,date,day,month,year,date_format,juldate,start_time,timeformat,time_interval,species,species_format,dist1,dist2,dist3,dist4,dist5,total,detection,detection_format,temp,sky,wind,x,y,accuracy,location_notes,general_notes,,
assmcarmd1-157-2013-5,assmcarmd1,CM,6/6/2013,6,6,2013,6/6/2013,157,7:08:00,78,5,SOSP,sosp,.,.,.,1,.,1,A,a,67,2,0,,,,,,,
assmcarmd1-157-2013-5,assmcarmd1,CM,6/6/2013,6,6,2013,6/6/2013,157,7:08:00,78,5,HOSP,hosp,.,1,.,.,.,1,A,a,67,2,0,,,,,,,
assmcarmd1-157-2013-5,assmcarmd1,CM,6/6/2013,6,6,2013,6/6/2013,157,7:08:00,78,5,EAPH,eaph,.,.,1,.,.,1,A,a,67,2,0,,,,,,,
bainandmd1-183-2013-3,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,3,EUST,eust,.,.,1,.,.,1,A,a,75,3,2,,,,,,,
bainandmd1-183-2013-3,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,3,AMRO,amro,.,1,.,.,.,1,V,v,75,3,2,,,,,,,
bainandmd1-183-2013-3,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,3,HOWR,howr,.,1,.,.,.,1,A,a,75,3,2,,,,,,,
bainandmd1-183-2013-3,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,3,HOSP,hosp,.,1,.,.,.,1,A,a,75,3,2,,,,,,,
bainandmd1-183-2013-3,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,3,GRCA,grca,1,.,.,.,.,1,V,v,75,3,2,,,,,,,
bainandmd1-183-2013-3,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,3,EUST,eust,.,2,.,.,.,2,V,v,75,3,2,,,,,,,
bainandmd1-183-2013-3,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,3,HOSP,hosp,1,.,.,.,.,1,V,v,75,3,2,,,,,,,
bainandmd1-183-2013-2,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,2,HOSP,hosp,1,.,.,.,.,1,A,a,75,3,2,,,,,,,
bainandmd1-183-2013-2,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,2,NOMO,nomo,.,.,1,.,.,1,V,v,75,3,2,,,,,,,
bainandmd1-183-2013-2,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,2,COGR,cogr,.,.,1,.,.,1,V,v,75,3,2,,,,,,,
bainandmd1-183-2013-2,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,2,AMRO,amro,.,1,.,.,.,1,V,v,75,3,2,,,,,,,
bainandmd1-183-2013-5,bainandmd1,CM,7/2/2013,2,7,2013,7/2/2013,183,7:50:00,750,5,GRCA,grca,.,.,.,.,1,1,V,v,75,3,2,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,CARW,carw,1,.,.,.,.,1,V,v,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,TUTI,tuti,.,1,.,.,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,HOWR,howr,.,.,1,.,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,CARW,carw,.,2,.,.,.,2,V,v,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,AMCR,amcr,.,.,2,.,.,2,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,AMRO,amro,.,.,.,1,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,BLJA,blja,.,.,.,1,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,CARW,carw,.,.,.,1,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,RBNU,wbnu,.,.,.,1,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,NOCA,noca,.,.,1,1,.,2,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,GRCA,grca,.,.,.,1,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,AMRO,amro,.,.,.,.,1,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-3,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,3,TUTI,tuti,.,.,.,.,1,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-2,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,2,MODO,modo,.,1,.,.,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-2,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,2,NOCA,noca,.,.,.,1,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-2,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,2,YTVI,ytvi,.,1,.,.,.,1,.,.,80,1,1,,,,,,,
balasucmd1-204-2013-5,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,5,NOCA,noca,.,1,.,.,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-5,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,5,RBWO,rbwo,.,1,.,.,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-5,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,5,AMRO,amro,.,1,.,.,.,1,A,a,80,1,1,,,,,,,
balasucmd1-204-2013-5,balasucmd1,LF,7/23/2013,23,7,2013,7/23/2013,204,8:49:00,849,5,AMRO,amro,.,1,.,.,.,1,B,b,80,1,1,,,,,,,
barbjermd1-192-2013-3,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,3,TUTI,tuti,.,.,1,.,.,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-3,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,3,NOCA,noca,.,.,1,.,.,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-3,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,3,CARW,carw,.,.,.,1,.,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-3,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,3,SOSP,sosp,.,1,.,.,.,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-3,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,3,NOCA,noca,.,.,.,1,.,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-3,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,3,NOCA,noca,.,.,.,.,1,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-3,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,3,CACH,cach,.,.,.,.,1,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-3,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,3,HOWR,howr,.,.,.,1,.,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-2,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,2,NOCA,noca,.,.,.,1,.,1,V,v,75,3,0,,,,,,,
barbjermd1-192-2013-2,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,2,NOCA,noca,.,.,.,.,1,1,V,v,75,3,0,,,,,,,
barbjermd1-192-2013-5,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,5,CARW,carw,.,.,.,.,1,1,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-5,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,5,CACH,cach,1,.,.,.,.,1,B,b,75,3,0,,,,,,,
barbjermd1-192-2013-5,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,5,EABL,eabl,.,.,1,.,.,1,V,v,75,3,0,,,,,,,
barbjermd1-192-2013-5,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,5,CACH,cach,.,1,.,.,.,1,V,v,75,3,0,,,,,,,
barbjermd1-192-2013-5,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,5,CACH,cach,.,.,.,2,.,2,A,a,75,3,0,,,,,,,
barbjermd1-192-2013-5,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,5,EABL,eabl,1,.,.,.,.,1,V,v,75,3,0,,,,,,,
barbjermd1-192-2013-5,barbjermd1,NA,7/11/2013,11,7,2013,7/11/2013,192,7:41:00,741,5,REVI,revi,.,.,1,.,.,1,A,a,75,3,0,,,,,,,
barndormd1-172-2013-3,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,3,DOWO,dowo,1,.,.,.,.,1,A,a,68,0,0,,,,,,,
barndormd1-172-2013-3,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,3,HOSP,hosp,1,.,.,.,.,1,A,a,68,0,0,,,,,,,
barndormd1-172-2013-3,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,3,AMRO,amro,1,.,.,.,.,1,V,v,68,0,0,,,,,,,
barndormd1-172-2013-3,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,3,TUTI,tuti,.,1,1,.,.,2,A,a,68,0,0,,,,,,,
barndormd1-172-2013-3,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,3,HOSP,hosp,.,.,1,.,.,1,A,a,68,0,0,,,,,,,
barndormd1-172-2013-3,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,3,AMRO,amro,.,.,.,1,.,1,V,v,68,0,0,,,,,,,
barndormd1-172-2013-2,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,2,GRCA,grca,1,.,.,.,.,1,V,v,68,0,0,,,,,,,
barndormd1-172-2013-2,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,2,BHCO,bhco,1,.,.,.,.,1,A,a,68,0,0,,,,,,,
barndormd1-172-2013-2,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,2,BHCO,bhco,1,.,.,.,.,1,V,v,68,0,0,,,,,,,
barndormd1-172-2013-2,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,2,DOWO,dowo,.,.,.,1,.,1,A,a,68,0,0,,,,,,,
barndormd1-172-2013-2,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,2,MODO,modo,1,.,.,.,.,1,A,a,68,0,0,,,,,,,
barndormd1-172-2013-2,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,2,BLJA,blja,.,.,1,.,.,1,A,a,68,0,0,,,,,,,
barndormd1-172-2013-5,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,5,HOSP,hosp,1,.,.,.,.,1,V,v,68,0,0,,,,,,,
barndormd1-172-2013-5,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,5,AMGO,amgo,1,.,.,.,.,1,V,v,68,0,0,,,,,,,
barndormd1-172-2013-5,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,5,EUST,eust,1,.,.,.,.,1,V,v,68,0,0,,,,,,,
barndormd1-172-2013-5,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,5,GRCA,grca,.,.,.,1,.,1,A,a,68,0,0,,,,,,,
barndormd1-172-2013-5,barndormd1,CM,6/21/2013,21,6,2013,6/21/2013,172,8:50:00,850,5,AMRO,amro,.,.,.,1,.,1,A,a,68,0,0,,,,,,,
bealtommd1-191-2013-3,bealtommd1,CM,7/10/2013,10,7,2013,7/10/2013,191,7:14:00,714,3,CARW,carw,.,.,1,1,.,2,A,a,80,1,1,,,,,,,
bealtommd1-191-2013-3,bealtommd1,CM,7/10/2013,10,7,2013,7/10/2013,191,7:14:00,714,3,NOCA,noca,.,1,1,1,1,4,A,a,80,1,1,,,,,,,
bealtommd1-191-2013-3,bealtommd1,CM,7/10/2013,10,7,2013,7/10/2013,191,7:14:00,714,3,REVI,revi,.,.,.,1,.,1,A,a,80,1,1,,,,,,,
bealtommd1-191-2013-3,bealtommd1,CM,7/10/2013,10,7,2013,7/10/2013,191,7:14:00,714,3,RBWO,rbwo,.,.,1,.,.,1,A,a,80,1,1,,,,,,,
bealtommd1-191-2013-2,bealtommd1,CM,7/10/2013,10,7,2013,7/10/2013,191,7:14:00,714,2,NOCA,noca,.,.,1,.,.,1,A,a,80,1,1,,,,,,,
bealtommd1-191-2013-2,bealtommd1,CM,7/10/2013,10,7,2013,7/10/2013,191,7:14:00,714,2,CARW,carw,.,1,.,.,.,1,V,v,80,1,1,,,,,,,
bealtommd1-191-2013-5,bealtommd1,CM,7/10/2013,10,7,2013,7/10/2013,191,7:14:00,714,5,NOCA,noca,.,1,.,.,.,1,V,v,80,1,1,,,,,,,
bealtommd1-191-2013-5,bealtommd1,CM,7/10/2013,10,7,2013,7/10/2013,191,7:14:00,714,5,CACH,cach,.,.,.,1,.,1,A,a,80,1,1,,,,,,,
blanbetmd1-187-2013-3,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,3,CACH,cach,.,.,1,.,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-3,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,3,AMRO,amro,.,.,1,.,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-3,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,3,TUTI,tuti,.,1,.,.,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-3,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,3,DOWO,dowo,1,.,.,.,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-2,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,2,AMRO,amro,.,.,.,1,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-2,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,2,HOSP,hosp,.,.,1,.,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-5,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,5,GRCA,grca,.,.,1,.,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-5,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,5,BLJA,blja,.,.,.,.,1,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-5,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,5,NOCA,noca,.,.,.,1,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-5,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,5,NOPA,nopa,.,.,1,.,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-5,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,5,AMRO,amro,1,.,.,.,.,1,V,v,74,1,0,,,,,,,
blanbetmd1-187-2013-5,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,5,TUTI,tuti,.,.,.,.,1,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-5,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,5,CARW,carw,.,.,.,1,.,1,A,a,74,1,0,,,,,,,
blanbetmd1-187-2013-5,blanbetmd1,CM,7/6/2013,6,7,2013,7/6/2013,187,8:36:00,836,5,AMRO,amro,.,1,.,.,.,1,V,v,74,1,0,,,,,,,
blocdavmd1-159-2013-3,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,3,NOCA,noca,.,1,.,.,.,1,A,a,70,1,0,,,,,,,
blocdavmd1-159-2013-3,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,3,HOWR,howr,.,1,.,.,.,1,A,a,70,1,0,,,,,,,
blocdavmd1-159-2013-3,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,3,AMRO,amro,.,1,.,.,.,1,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-3,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,3,EUST,eust,.,2,.,.,.,2,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-3,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,3,HOSP,hosp,3,1,.,.,.,4,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-3,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,3,BLJA,blja,1,.,.,.,.,1,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-2,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,2,AMRO,amro,1,.,.,.,.,1,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-2,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,2,BAOR,baor,1,.,.,.,.,1,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-2,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,2,BLJA,blja,1,.,.,.,.,1,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-2,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,2,COGR,cogr,.,1,.,.,.,1,B,b,70,1,0,,,,,,,
blocdavmd1-159-2013-2,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,2,AMCR,amcr,.,1,.,.,.,1,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-2,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,2,GRCA,grca,.,1,.,.,.,1,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-5,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,5,CHSW,chsw,1,.,.,.,.,1,V,v,70,1,0,,,,,,,
blocdavmd1-159-2013-5,blocdavmd1,"JR, KH",6/8/2013,8,6,2013,6/8/2013,159,7:03:00,73,5,NOCA,noca,.,3,.,.,.,3,B,b,70,1,0,,,,,,,
boongremd1-200-2013-3,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,3,NOCA,noca,1,.,.,.,.,1,A,a,80,0,0,,,,,,,
boongremd1-200-2013-3,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,3,CACH,cach,.,1,.,.,.,1,V,v,80,0,0,,,,,,,
boongremd1-200-2013-3,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,3,GRCA,grca,.,1,.,.,.,1,A,a,80,0,0,,,,,,,
boongremd1-200-2013-3,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,3,CACH,cach,1,.,.,.,.,1,V,v,80,0,0,,,,,,,
boongremd1-200-2013-3,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,3,HOSP,hosp,.,.,6,.,.,6,V,v,80,0,0,,,,,,,
boongremd1-200-2013-3,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,3,EUST,eust,.,.,1,.,.,1,V,v,80,0,0,,,,,,,
boongremd1-200-2013-3,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,3,SOSP,sosp,1,.,.,.,.,1,V,v,80,0,0,,,,,,,
boongremd1-200-2013-2,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,2,CACH,cach,1,.,.,.,.,1,A,a,80,0,0,,,,,,,
boongremd1-200-2013-5,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,5,NOCA,noca,.,1,.,.,.,1,A,a,80,0,0,,,,,,,
boongremd1-200-2013-5,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,5,EUST,eust,.,.,1,.,.,1,A,a,80,0,0,,,,,,,
boongremd1-200-2013-5,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,5,GRCA,grca,.,.,1,1,.,2,A,a,80,0,0,,,,,,,
boongremd1-200-2013-5,boongremd1,CM,7/19/2013,19,7,2013,7/19/2013,200,7:35:00,735,5,SOSP,sosp,.,.,1,1,.,2,A,a,80,0,0,,,,,,,
brenerimd1-181-2013-3,brenerimd1,TAG,6/30/2013,30,6,2013,6/30/2013,181,8:07:00,87,3,BLJA,blja,.,.,.,1,1,2,A,a,65,3,1,,,,,,,
brenerimd1-181-2013-3,brenerimd1,TAG,6/30/2013,30,6,2013,6/30/2013,181,8:07:00,87,3,AMRO,amro,.,.,.,.,1,1,A,a,65,3,1,,,,,,,
brenerimd1-181-2013-3,brenerimd1,TAG,6/30/2013,30,6,2013,6/30/2013,181,8:07:00,87,3,HAWO,hawo,.,1,.,.,1,2,A,a,65,3,1,,,,,,,
brenerimd1-181-2013-3,brenerimd1,TAG,6/30/2013,30,6,2013,6/30/2013,181,8:07:00,87,3,MODO,modo,.,.,.,.,1,1,A,a,65,3,1,,,,,,,
brenerimd1-181-2013-2,brenerimd1,TAG,6/30/2013,30,6,2013,6/30/2013,181,8:07:00,87,2,AMRO,amro,.,.,.,.,1,1,A,a,65,3,1,,,,,,,
brenerimd1-181-2013-2,brenerimd1,TAG,6/30/2013,30,6,2013,6/30/2013,181,8:07:00,87,2,GRCA,grca,.,.,.,1,.,1,A,a,65,3,1,,,,,,,
brenerimd1-181-2013-2,brenerimd1,TAG,6/30/2013,30,6,2013,6/30/2013,181,8:07:00,87,2,NOCA,noca,.,.,1,.,.,1,A,a,65,3,1,,,,,,,
brenerimd1-181-2013-2,brenerimd1,TAG,6/30/2013,30,6,2013,6/30/2013,181,8:07:00,87,2,BLJA,blja,.,.,.,2,.,2,V/A,v/a,65,3,1,,,,,,,
